City,Date,Forecast_AQI
Ahmedabad,2020-07-02,110.01120410378395
Ahmedabad,2020-07-03,103.23642888041421
Ahmedabad,2020-07-04,100.2661189389884
Ahmedabad,2020-07-05,98.6207895419554
Ahmedabad,2020-07-06,100.5172916253172
Ahmedabad,2020-07-07,103.32136198334801
Ahmedabad,2020-07-08,103.64889415799212
Ahmedabad,2020-07-09,102.92597950491555
Ahmedabad,2020-07-10,102.29414560515413
Ahmedabad,2020-07-11,101.91496880653375
Ahmedabad,2020-07-12,101.98098869873603
Ahmedabad,2020-07-13,102.29719764270904
Ahmedabad,2020-07-14,102.46503633787432
Ahmedabad,2020-07-15,102.44788960453931
Ahmedabad,2020-07-16,102.36709933134979
Ahmedabad,2020-07-17,102.29676423427458
Ahmedabad,2020-07-18,102.27848329803183
Ahmedabad,2020-07-19,102.30530124499793
Ahmedabad,2020-07-20,102.33438243822135
Ahmedabad,2020-07-21,102.34370075177034
Ahmedabad,2020-07-22,102.33795471836663
Ahmedabad,2020-07-23,102.3280402975657
Ahmedabad,2020-07-24,102.32239370204591
Ahmedabad,2020-07-25,102.3231710759968
Ahmedabad,2020-07-26,102.3266809410698
Ahmedabad,2020-07-27,102.32906134203509
Ahmedabad,2020-07-28,102.32930594982683
Ahmedabad,2020-07-29,102.32829515553738
Ahmedabad,2020-07-30,102.3272977560821
Ahmedabad,2020-07-31,102.32700664341569
Ahmedabad,2020-08-01,102.32728409964929
Ahmedabad,2020-08-02,102.32765393007304
Ahmedabad,2020-08-03,102.32781977872642
Ahmedabad,2020-08-04,102.32776952502863
Ahmedabad,2020-08-05,102.32764059502047
Ahmedabad,2020-08-06,102.3275599204111
Ahmedabad,2020-08-07,102.32756014781461
Ahmedabad,2020-08-08,102.32760128013858
Ahmedabad,2020-08-09,102.32763513666303
Ahmedabad,2020-08-10,102.32764224677031
Ahmedabad,2020-08-11,102.32763065314036
Ahmedabad,2020-08-12,102.32761737213892
Ahmedabad,2020-08-13,102.327612394017
Ahmedabad,2020-08-14,102.3276150802881
Ahmedabad,2020-08-15,102.3276198436993
Ahmedabad,2020-08-16,102.32762241885695
Ahmedabad,2020-08-17,102.32762210243823
Ahmedabad,2020-08-18,102.32762051365968
Ahmedabad,2020-08-19,102.32761936463955
Ahmedabad,2020-08-20,102.32761923014479
Ahmedabad,2020-08-21,102.32761970748469
Ahmedabad,2020-08-22,102.32762017202222
Ahmedabad,2020-08-23,102.32762031149475
Ahmedabad,2020-08-24,102.32762018801574
Ahmedabad,2020-08-25,102.3276200143344
Ahmedabad,2020-08-26,102.32761993413743
Ahmedabad,2020-08-27,102.32761995688195
Ahmedabad,2020-08-28,102.32762001688292
Ahmedabad,2020-08-29,102.32762005487449
Ahmedabad,2020-08-30,102.32762005548008
Ahmedabad,2020-08-31,102.32762003647206
Ahmedabad,2020-09-01,102.32762002044372
Ahmedabad,2020-09-02,102.32762001693932
Ahmedabad,2020-09-03,102.3276200222683
Ahmedabad,2020-09-04,102.3276200284786
Ahmedabad,2020-09-05,102.32762003087981
Ahmedabad,2020-09-06,102.32762002967712
Ahmedabad,2020-09-07,102.32762002744973
Ahmedabad,2020-09-08,102.32762002622444
Ahmedabad,2020-09-09,102.3276200263542
Ahmedabad,2020-09-10,102.32762002709079
Ahmedabad,2020-09-11,102.32762002763357
Ahmedabad,2020-09-12,102.32762002770437
Ahmedabad,2020-09-13,102.32762002748427
Ahmedabad,2020-09-14,102.32762002726584
Ahmedabad,2020-09-15,102.32762002719811
Ahmedabad,2020-09-16,102.32762002725424
Ahmedabad,2020-09-17,102.32762002733546
Ahmedabad,2020-09-18,102.32762002737383
Ahmedabad,2020-09-19,102.32762002736386
Ahmedabad,2020-09-20,102.32762002733593
Ahmedabad,2020-09-21,102.32762002731792
Ahmedabad,2020-09-22,102.32762002731737
Ahmedabad,2020-09-23,102.32762002732615
Ahmedabad,2020-09-24,102.3276200273337
Ahmedabad,2020-09-25,102.32762002733543
Ahmedabad,2020-09-26,102.32762002733298
Ahmedabad,2020-09-27,102.32762002733007
Ahmedabad,2020-09-28,102.32762002732892
Ahmedabad,2020-09-29,102.32762002732946
Ahmedabad,2020-09-30,102.3276200273305
Ahmedabad,2020-10-01,102.32762002733108
Ahmedabad,2020-10-02,102.32762002733102
Ahmedabad,2020-10-03,102.32762002733068
Ahmedabad,2020-10-04,102.32762002733043
Ahmedabad,2020-10-05,102.32762002733038
Ahmedabad,2020-10-06,102.32762002733048
Ahmedabad,2020-10-07,102.32762002733058
Ahmedabad,2020-10-08,102.32762002733061
Ahmedabad,2020-10-09,102.32762002733058
Ahmedabad,2020-10-10,102.32762002733054
Ahmedabad,2020-10-11,102.32762002733052
Ahmedabad,2020-10-12,102.32762002733052
Ahmedabad,2020-10-13,102.32762002733054
Ahmedabad,2020-10-14,102.32762002733055
Ahmedabad,2020-10-15,102.32762002733055
Ahmedabad,2020-10-16,102.32762002733055
Ahmedabad,2020-10-17,102.32762002733055
Ahmedabad,2020-10-18,102.32762002733055
Ahmedabad,2020-10-19,102.32762002733055
Ahmedabad,2020-10-20,102.32762002733055
Ahmedabad,2020-10-21,102.32762002733055
Ahmedabad,2020-10-22,102.32762002733055
Ahmedabad,2020-10-23,102.32762002733055
